d_D20OD1_R414HH12,d_D20OD2_R414HH22,density,free_energy
2.4078,3.1612,0.0000,
2.4509,3.1612,0.0000,
2.4939,3.1612,1.7512,0.8265
2.5370,3.1612,2.3349,0.6550
2.5801,3.1612,4.6698,0.2417
2.6231,3.1612,2.9186,0.5219
2.6662,3.1612,2.9186,0.5219
2.7093,3.1612,4.6698,0.2417
2.7523,3.1612,2.9186,0.5219
2.7954,3.1612,2.3349,0.6550
2.8385,3.1612,1.7512,0.8265
2.8815,3.1612,1.1674,1.0682
2.9246,3.1612,1.1674,1.0682
2.9677,3.1612,0.5837,1.4814
3.0107,3.1612,0.5837,1.4814
3.0538,3.1612,0.0000,
3.0968,3.1612,0.0000,
3.1399,3.1612,0.0000,
3.1830,3.1612,0.0000,
3.2260,3.1612,0.0000,
3.2691,3.1612,0.0000,
3.3122,3.1612,0.0000,
3.3552,3.1612,0.0000,
3.3983,3.1612,0.0000,
3.4414,3.1612,0.0000,
3.4844,3.1612,0.0000,
3.5275,3.1612,0.0000,
3.5706,3.1612,0.0000,
1.9771,3.2009,0.0000,
2.0202,3.2009,0.0000,
2.0633,3.2009,0.0000,
2.1063,3.2009,0.0000,
2.1494,3.2009,0.0000,
2.1925,3.2009,0.0000,
2.2355,3.2009,0.0000,
2.2786,3.2009,0.0000,
2.3217,3.2009,0.0000,
2.3647,3.2009,0.0000,
2.4078,3.2009,1.7512,0.8265
2.4509,3.2009,1.1674,1.0682
2.4939,3.2009,4.6698,0.2417
2.5370,3.2009,1.1674,1.0682
2.5801,3.2009,5.2535,0.1715
2.6231,3.2009,4.6698,0.2417
2.6662,3.2009,2.9186,0.5219
2.7093,3.2009,4.0861,0.3213
2.7523,3.2009,3.5023,0.4132
2.7954,3.2009,2.3349,0.6550
2.8385,3.2009,0.5837,1.4814
2.8815,3.2009,0.5837,1.4814
2.9246,3.2009,1.1674,1.0682
2.9677,3.2009,1.1674,1.0682
3.0107,3.2009,0.0000,
3.0538,3.2009,0.5837,1.4814
3.0968,3.2009,0.0000,
3.1399,3.2009,0.0000,
3.1830,3.2009,0.0000,
3.2260,3.2009,0.0000,
3.2691,3.2009,0.0000,
3.3122,3.2009,0.0000,
3.3552,3.2009,0.0000,
3.3983,3.2009,0.0000,
3.4414,3.2009,0.0000,
3.4844,3.2009,0.0000,
3.5275,3.2009,0.0000,
3.5706,3.2009,0.0000,
1.9771,3.2407,0.0000,
2.0202,3.2407,0.0000,
2.0633,3.2407,0.0000,
2.1063,3.2407,0.0000,
2.1494,3.2407,0.0000,
2.1925,3.2407,0.0000,
2.2355,3.2407,0.5837,1.4814
2.2786,3.2407,0.0000,
2.3217,3.2407,1.1674,1.0682
2.3647,3.2407,1.7512,0.8265
2.4078,3.2407,0.0000,
2.4509,3.2407,0.5837,1.4814
2.4939,3.2407,1.1674,1.0682
2.5370,3.2407,2.3349,0.6550
2.5801,3.2407,1.7512,0.8265
2.6231,3.2407,2.3349,0.6550
2.6662,3.2407,3.5023,0.4132
2.7093,3.2407,1.7512,0.8265
2.7523,3.2407,1.1674,1.0682
2.7954,3.2407,1.1674,1.0682
2.8385,3.2407,0.5837,1.4814
2.8815,3.2407,1.1674,1.0682
2.9246,3.2407,0.0000,
2.9677,3.2407,0.0000,
3.0107,3.2407,0.0000,
3.0538,3.2407,0.0000,
3.0968,3.2407,0.0000,
3.1399,3.2407,0.5837,1.4814
3.1830,3.2407,0.0000,
3.2260,3.2407,0.0000,
3.2691,3.2407,0.0000,
3.3122,3.2407,0.0000,
3.3552,3.2407,0.0000,
3.3983,3.2407,0.0000,
3.4414,3.2407,0.0000,
3.4844,3.2407,0.0000,
3.5275,3.2407,0.0000,
3.5706,3.2407,0.0000,
1.9771,3.2805,0.0000,
2.0202,3.2805,0.0000,
2.0633,3.2805,0.0000,
2.1063,3.2805,0.0000,
2.1494,3.2805,0.0000,
2.1925,3.2805,0.5837,1.4814
2.2355,3.2805,0.0000,
2.2786,3.2805,0.0000,
2.3217,3.2805,0.0000,
2.3647,3.2805,0.0000,
2.4078,3.2805,2.9186,0.5219
2.4509,3.2805,1.7512,0.8265
2.4939,3.2805,1.1674,1.0682
2.5370,3.2805,2.9186,0.5219
2.5801,3.2805,1.7512,0.8265
2.6231,3.2805,4.6698,0.2417
2.6662,3.2805,1.1674,1.0682
2.7093,3.2805,2.3349,0.6550
2.7523,3.2805,1.1674,1.0682
2.7954,3.2805,1.1674,1.0682
2.8385,3.2805,0.5837,1.4814
2.8815,3.2805,0.0000,
2.9246,3.2805,0.0000,
2.9677,3.2805,1.1674,1.0682
3.0107,3.2805,0.5837,1.4814
3.0538,3.2805,0.5837,1.4814
3.0968,3.2805,0.0000,
3.1399,3.2805,0.0000,
3.1830,3.2805,0.0000,
3.2260,3.2805,0.0000,
3.2691,3.2805,0.0000,
3.3122,3.2805,0.0000,
3.3552,3.2805,0.0000,
3.3983,3.2805,0.0000,
3.4414,3.2805,0.0000,
3.4844,3.2805,0.0000,
3.5275,3.2805,0.0000,
3.5706,3.2805,0.0000,
1.9771,3.3203,0.0000,
2.0202,3.3203,0.0000,
2.0633,3.3203,0.0000,
2.1063,3.3203,0.0000,
2.1494,3.3203,0.0000,
2.1925,3.3203,0.5837,1.4814
2.2355,3.3203,0.0000,
2.2786,3.3203,0.5837,1.4814
2.3217,3.3203,0.5837,1.4814
2.3647,3.3203,0.5837,1.4814
2.4078,3.3203,1.1674,1.0682
2.4509,3.3203,1.1674,1.0682
2.4939,3.3203,1.1674,1.0682
2.5370,3.3203,1.1674,1.0682
2.5801,3.3203,1.7512,0.8265
2.6231,3.3203,2.3349,0.6550
2.6662,3.3203,1.7512,0.8265
2.7093,3.3203,1.7512,0.8265
2.7523,3.3203,1.1674,1.0682
2.7954,3.3203,1.1674,1.0682
2.8385,3.3203,0.0000,
2.8815,3.3203,0.0000,
2.9246,3.3203,0.0000,
2.9677,3.3203,0.0000,
3.0107,3.3203,0.5837,1.4814
3.0538,3.3203,0.0000,
3.0968,3.3203,0.0000,
3.1399,3.3203,0.0000,
3.1830,3.3203,0.0000,
3.2260,3.3203,0.0000,
3.2691,3.3203,0.0000,
3.3122,3.3203,0.0000,
3.3552,3.3203,0.0000,
3.3983,3.3203,0.0000,
3.4414,3.3203,0.0000,
3.4844,3.3203,0.0000,
3.5275,3.3203,0.0000,
3.5706,3.3203,0.0000,
1.9771,3.3601,0.0000,
2.0202,3.3601,0.0000,
2.0633,3.3601,0.0000,
2.1063,3.3601,0.0000,
2.1494,3.3601,0.0000,
2.1925,3.3601,0.5837,1.4814
2.2355,3.3601,0.0000,
2.2786,3.3601,1.1674,1.0682
2.3217,3.3601,0.0000,
2.3647,3.3601,2.3349,0.6550
2.4078,3.3601,1.1674,1.0682
2.4509,3.3601,2.3349,0.6550
2.4939,3.3601,1.1674,1.0682
2.5370,3.3601,0.5837,1.4814
2.5801,3.3601,1.1674,1.0682
2.6231,3.3601,1.7512,0.8265
2.6662,3.3601,1.1674,1.0682
2.7093,3.3601,2.3349,0.6550
2.7523,3.3601,0.0000,
2.7954,3.3601,0.5837,1.4814
2.8385,3.3601,0.0000,
2.8815,3.3601,0.5837,1.4814
2.9246,3.3601,0.0000,
2.9677,3.3601,0.5837,1.4814
3.0107,3.3601,0.0000,
3.0538,3.3601,0.0000,
3.0968,3.3601,0.5837,1.4814
3.1399,3.3601,0.0000,
3.1830,3.3601,0.0000,
3.2260,3.3601,0.0000,
3.2691,3.3601,0.0000,
3.3122,3.3601,0.0000,
3.3552,3.3601,0.0000,
3.3983,3.3601,0.0000,
3.4414,3.3601,0.0000,
3.4844,3.3601,0.0000,
3.5275,3.3601,0.0000,
3.5706,3.3601,0.0000,
1.9771,3.3998,0.0000,
2.0202,3.3998,0.0000,
2.0633,3.3998,0.0000,
2.1063,3.3998,0.0000,
2.1494,3.3998,0.0000,
2.1925,3.3998,0.0000,
2.2355,3.3998,0.0000,
2.2786,3.3998,0.0000,
2.3217,3.3998,1.7512,0.8265
2.3647,3.3998,0.0000,
2.4078,3.3998,1.1674,1.0682
2.4509,3.3998,1.1674,1.0682
2.4939,3.3998,1.1674,1.0682
2.5370,3.3998,0.5837,1.4814
2.5801,3.3998,0.5837,1.4814
2.6231,3.3998,0.5837,1.4814
2.6662,3.3998,0.5837,1.4814
2.7093,3.3998,0.5837,1.4814
2.7523,3.3998,0.5837,1.4814
2.7954,3.3998,0.0000,
2.8385,3.3998,0.5837,1.4814
2.8815,3.3998,0.0000,
2.9246,3.3998,0.0000,
2.9677,3.3998,0.5837,1.4814
3.0107,3.3998,0.0000,
3.0538,3.3998,0.0000,
3.0968,3.3998,0.0000,
3.1399,3.3998,0.0000,
3.1830,3.3998,0.0000,
3.2260,3.3998,0.0000,
3.2691,3.3998,0.0000,
3.3122,3.3998,0.0000,
3.3552,3.3998,0.0000,
3.3983,3.3998,0.0000,
3.4414,3.3998,0.0000,
3.4844,3.3998,0.0000,
3.5275,3.3998,0.0000,
3.5706,3.3998,0.0000,
1.9771,3.4396,0.0000,
2.0202,3.4396,0.0000,
2.0633,3.4396,0.0000,
2.1063,3.4396,0.0000,
2.1494,3.4396,0.0000,
2.1925,3.4396,0.0000,
2.2355,3.4396,0.0000,
2.2786,3.4396,0.0000,
2.3217,3.4396,0.5837,1.4814
2.3647,3.4396,0.0000,
2.4078,3.4396,1.7512,0.8265
2.4509,3.4396,0.0000,
2.4939,3.4396,0.0000,
2.5370,3.4396,1.1674,1.0682
2.5801,3.4396,0.5837,1.4814
2.6231,3.4396,0.0000,
2.6662,3.4396,0.0000,
2.7093,3.4396,0.0000,
2.7523,3.4396,0.0000,
2.7954,3.4396,0.0000,
2.8385,3.4396,0.0000,
2.8815,3.4396,0.0000,
2.9246,3.4396,0.0000,
2.9677,3.4396,0.0000,
3.0107,3.4396,0.0000,
3.0538,3.4396,0.0000,
3.0968,3.4396,0.0000,
3.1399,3.4396,0.0000,
3.1830,3.4396,0.0000,
3.2260,3.4396,0.0000,
3.2691,3.4396,0.0000,
3.3122,3.4396,0.0000,
3.3552,3.4396,0.0000,
3.3983,3.4396,0.0000,
3.4414,3.4396,0.0000,
3.4844,3.4396,0.0000,
3.5275,3.4396,0.0000,
3.5706,3.4396,0.0000,
1.9771,3.4794,0.0000,
2.0202,3.4794,0.0000,
2.0633,3.4794,0.0000,
2.1063,3.4794,0.5837,1.4814
2.1494,3.4794,0.5837,1.4814
2.1925,3.4794,0.0000,
2.2355,3.4794,0.5837,1.4814
2.2786,3.4794,0.0000,
2.3217,3.4794,0.5837,1.4814
2.3647,3.4794,1.1674,1.0682
2.4078,3.4794,0.0000,
2.4509,3.4794,1.1674,1.0682
2.4939,3.4794,0.0000,
2.5370,3.4794,0.0000,
2.5801,3.4794,0.0000,
2.6231,3.4794,0.5837,1.4814
2.6662,3.4794,0.0000,
2.7093,3.4794,0.0000,
2.7523,3.4794,0.0000,
2.7954,3.4794,0.0000,
2.8385,3.4794,0.5837,1.4814
2.8815,3.4794,0.0000,
2.9246,3.4794,0.0000,
2.9677,3.4794,0.0000,
3.0107,3.4794,0.0000,
3.0538,3.4794,0.0000,
3.0968,3.4794,0.0000,
3.1399,3.4794,0.0000,
3.1830,3.4794,0.0000,
3.2260,3.4794,0.0000,
3.2691,3.4794,0.0000,
3.3122,3.4794,0.0000,
3.3552,3.4794,0.0000,
3.3983,3.4794,0.0000,
3.4414,3.4794,0.0000,
3.4844,3.4794,0.0000,
3.5275,3.4794,0.0000,
3.5706,3.4794,0.0000,
1.9771,3.5192,0.0000,
2.0202,3.5192,0.0000,
2.0633,3.5192,0.0000,
2.1063,3.5192,0.5837,1.4814
2.1494,3.5192,0.0000,
2.1925,3.5192,0.0000,
2.2355,3.5192,0.5837,1.4814
2.2786,3.5192,0.0000,
2.3217,3.5192,1.7512,0.8265
2.3647,3.5192,0.0000,
2.4078,3.5192,1.1674,1.0682
2.4509,3.5192,0.5837,1.4814
2.4939,3.5192,0.5837,1.4814
2.5370,3.5192,1.1674,1.0682
2.5801,3.5192,0.5837,1.4814
2.6231,3.5192,0.5837,1.4814
2.6662,3.5192,0.0000,
2.7093,3.5192,0.0000,
2.7523,3.5192,0.0000,
2.7954,3.5192,0.5837,1.4814
2.8385,3.5192,0.0000,
2.8815,3.5192,0.0000,
2.9246,3.5192,0.0000,
2.9677,3.5192,0.0000,
3.0107,3.5192,0.0000,
3.0538,3.5192,0.0000,
3.0968,3.5192,0.0000,
3.1399,3.5192,0.0000,
3.1830,3.5192,0.0000,
3.2260,3.5192,0.0000,
3.2691,3.5192,0.0000,
3.3122,3.5192,0.0000,
3.3552,3.5192,0.0000,
3.3983,3.5192,0.0000,
3.4414,3.5192,0.0000,
3.4844,3.5192,0.0000,
3.5275,3.5192,0.0000,
3.5706,3.5192,0.0000,
1.9771,3.5590,0.0000,
2.0202,3.5590,0.0000,
2.0633,3.5590,0.0000,
2.1063,3.5590,0.0000,
2.1494,3.5590,0.5837,1.4814
2.1925,3.5590,0.0000,
2.2355,3.5590,0.0000,
2.2786,3.5590,0.5837,1.4814
2.3217,3.5590,2.3349,0.6550
2.3647,3.5590,0.0000,
2.4078,3.5590,0.0000,
2.4509,3.5590,0.0000,
2.4939,3.5590,0.0000,
2.5370,3.5590,0.0000,
2.5801,3.5590,0.5837,1.4814
2.6231,3.5590,0.0000,
2.6662,3.5590,0.0000,
2.7093,3.5590,0.5837,1.4814
2.7523,3.5590,0.5837,1.4814
2.7954,3.5590,0.0000,
2.8385,3.5590,0.0000,
2.8815,3.5590,0.0000,
2.9246,3.5590,0.0000,
2.9677,3.5590,0.0000,
3.0107,3.5590,0.0000,
3.0538,3.5590,0.0000,
3.0968,3.5590,0.0000,
3.1399,3.5590,0.0000,
3.1830,3.5590,0.0000,
3.2260,3.5590,0.0000,
3.2691,3.5590,0.0000,
3.3122,3.5590,0.0000,
3.3552,3.5590,0.0000,
3.3983,3.5590,0.0000,
3.4414,3.5590,0.0000,
3.4844,3.5590,0.0000,
3.5275,3.5590,0.0000,
3.5706,3.5590,0.0000,
1.9771,3.5987,0.0000,
2.0202,3.5987,0.0000,
2.0633,3.5987,0.5837,1.4814
2.1063,3.5987,0.0000,
2.1494,3.5987,0.0000,
2.1925,3.5987,0.5837,1.4814
2.2355,3.5987,0.0000,
2.2786,3.5987,0.0000,
2.3217,3.5987,0.0000,
2.3647,3.5987,0.0000,
2.4078,3.5987,0.5837,1.4814
2.4509,3.5987,0.0000,
2.4939,3.5987,0.0000,
2.5370,3.5987,0.0000,
2.5801,3.5987,0.0000,
2.6231,3.5987,0.0000,
2.6662,3.5987,0.0000,
2.7093,3.5987,0.0000,
2.7523,3.5987,0.0000,
2.7954,3.5987,0.0000,
2.8385,3.5987,0.0000,
2.8815,3.5987,0.0000,
2.9246,3.5987,0.0000,
2.9677,3.5987,0.0000,
3.0107,3.5987,0.0000,
3.0538,3.5987,0.0000,
3.0968,3.5987,0.0000,
3.1399,3.5987,0.0000,
3.1830,3.5987,0.0000,
3.2260,3.5987,0.0000,
3.2691,3.5987,0.0000,
3.3122,3.5987,0.0000,
3.3552,3.5987,0.0000,
3.3983,3.5987,0.0000,
3.4414,3.5987,0.0000,
3.4844,3.5987,0.0000,
3.5275,3.5987,0.0000,
3.5706,3.5987,0.0000,
1.9771,3.6385,0.0000,
2.0202,3.6385,0.0000,
2.0633,3.6385,0.0000,
2.1063,3.6385,0.0000,
2.1494,3.6385,0.0000,
2.1925,3.6385,0.0000,
2.2355,3.6385,1.1674,1.0682
2.2786,3.6385,0.5837,1.4814
2.3217,3.6385,0.0000,
2.3647,3.6385,0.0000,
2.4078,3.6385,0.0000,
2.4509,3.6385,0.0000,
2.4939,3.6385,0.5837,1.4814
2.5370,3.6385,0.0000,
2.5801,3.6385,0.0000,
2.6231,3.6385,0.0000,
2.6662,3.6385,0.0000,
2.7093,3.6385,0.0000,
2.7523,3.6385,0.0000,
2.7954,3.6385,0.0000,
2.8385,3.6385,0.0000,
2.8815,3.6385,0.0000,
2.9246,3.6385,0.0000,
2.9677,3.6385,0.0000,
3.0107,3.6385,0.0000,
3.0538,3.6385,0.0000,
3.0968,3.6385,0.0000,
3.1399,3.6385,0.0000,
3.1830,3.6385,0.0000,
3.2260,3.6385,0.0000,
3.2691,3.6385,0.0000,
3.3122,3.6385,0.0000,
3.3552,3.6385,0.0000,
3.3983,3.6385,0.0000,
3.4414,3.6385,0.0000,
3.4844,3.6385,0.0000,
3.5275,3.6385,0.0000,
3.5706,3.6385,0.0000,
1.9771,3.6783,0.0000,
2.0202,3.6783,0.0000,
2.0633,3.6783,0.0000,
2.1063,3.6783,0.0000,
2.1494,3.6783,0.0000,
2.1925,3.6783,0.0000,
2.2355,3.6783,0.0000,
2.2786,3.6783,0.5837,1.4814
2.3217,3.6783,0.0000,
2.3647,3.6783,0.0000,
2.4078,3.6783,0.0000,
2.4509,3.6783,0.5837,1.4814
2.4939,3.6783,0.0000,
2.5370,3.6783,0.0000,
2.5801,3.6783,0.0000,
2.6231,3.6783,0.5837,1.4814
2.6662,3.6783,0.0000,
2.7093,3.6783,0.0000,
2.7523,3.6783,0.0000,
2.7954,3.6783,0.0000,
2.8385,3.6783,0.0000,
2.8815,3.6783,0.0000,
2.9246,3.6783,0.0000,
2.9677,3.6783,0.0000,
3.0107,3.6783,0.0000,
3.0538,3.6783,0.0000,
3.0968,3.6783,0.0000,
3.1399,3.6783,0.0000,
3.1830,3.6783,0.0000,
3.2260,3.6783,0.0000,
3.2691,3.6783,0.0000,
3.3122,3.6783,0.0000,
3.3552,3.6783,0.0000,
3.3983,3.6783,0.0000,
3.4414,3.6783,0.0000,
3.4844,3.6783,0.0000,
3.5275,3.6783,0.0000,
3.5706,3.6783,0.0000,
1.9771,3.7181,0.0000,
2.0202,3.7181,0.0000,
2.0633,3.7181,0.0000,
2.1063,3.7181,0.0000,
2.1494,3.7181,0.0000,
2.1925,3.7181,0.0000,
2.2355,3.7181,0.5837,1.4814
2.2786,3.7181,0.0000,
2.3217,3.7181,0.5837,1.4814
2.3647,3.7181,0.0000,
2.4078,3.7181,0.5837,1.4814
2.4509,3.7181,0.0000,
2.4939,3.7181,0.0000,
2.5370,3.7181,0.0000,
2.5801,3.7181,0.0000,
2.6231,3.7181,0.0000,
2.6662,3.7181,0.0000,
2.7093,3.7181,0.0000,
2.7523,3.7181,0.0000,
2.7954,3.7181,0.0000,
2.8385,3.7181,0.0000,
2.8815,3.7181,0.0000,
2.9246,3.7181,0.0000,
2.9677,3.7181,0.0000,
3.0107,3.7181,0.0000,
3.0538,3.7181,0.0000,
3.0968,3.7181,0.0000,
3.1399,3.7181,0.0000,
3.1830,3.7181,0.0000,
3.2260,3.7181,0.0000,
3.2691,3.7181,0.0000,
3.3122,3.7181,0.0000,
3.3552,3.7181,0.0000,
3.3983,3.7181,0.0000,
3.4414,3.7181,0.0000,
3.4844,3.7181,0.0000,
3.5275,3.7181,0.0000,
3.5706,3.7181,0.0000,
1.9771,3.7579,0.5837,1.4814
2.0202,3.7579,0.0000,
2.0633,3.7579,0.5837,1.4814
2.1063,3.7579,0.0000,
2.1494,3.7579,0.0000,
2.1925,3.7579,0.0000,
2.2355,3.7579,0.0000,
2.2786,3.7579,0.0000,
2.3217,3.7579,0.0000,
2.3647,3.7579,0.5837,1.4814
2.4078,3.7579,0.0000,
2.4509,3.7579,0.0000,
2.4939,3.7579,0.0000,
2.5370,3.7579,0.0000,
2.5801,3.7579,0.0000,
2.6231,3.7579,0.0000,
2.6662,3.7579,0.0000,
2.7093,3.7579,0.0000,
2.7523,3.7579,0.0000,
2.7954,3.7579,0.0000,
2.8385,3.7579,0.0000,
2.8815,3.7579,0.0000,
2.9246,3.7579,0.0000,
2.9677,3.7579,0.0000,
3.0107,3.7579,0.0000,
3.0538,3.7579,0.0000,
3.0968,3.7579,0.0000,
3.1399,3.7579,0.0000,
3.1830,3.7579,0.0000,
3.2260,3.7579,0.0000,
3.2691,3.7579,0.0000,
3.3122,3.7579,0.0000,
3.3552,3.7579,0.0000,
3.3983,3.7579,0.0000,
3.4414,3.7579,0.0000,
3.4844,3.7579,0.0000,
3.5275,3.7579,0.0000,
3.5706,3.7579,0.0000,
1.9771,3.7976,0.0000,
2.0202,3.7976,0.0000,
2.0633,3.7976,0.5837,1.4814
2.1063,3.7976,0.0000,
2.1494,3.7976,0.0000,
2.1925,3.7976,0.5837,1.4814
2.2355,3.7976,0.0000,
2.2786,3.7976,0.0000,
2.3217,3.7976,0.0000,
2.3647,3.7976,0.0000,
2.4078,3.7976,0.0000,
2.4509,3.7976,0.0000,
2.4939,3.7976,0.0000,
2.5370,3.7976,0.0000,
2.5801,3.7976,0.0000,
2.6231,3.7976,0.0000,
2.6662,3.7976,0.0000,
2.7093,3.7976,0.0000,
2.7523,3.7976,0.0000,
2.7954,3.7976,0.0000,
2.8385,3.7976,0.0000,
2.8815,3.7976,0.0000,
2.9246,3.7976,0.0000,
2.9677,3.7976,0.0000,
3.0107,3.7976,0.0000,
3.0538,3.7976,0.0000,
3.0968,3.7976,0.0000,
3.1399,3.7976,0.0000,
3.1830,3.7976,0.0000,
3.2260,3.7976,0.0000,
3.2691,3.7976,0.0000,
3.3122,3.7976,0.0000,
3.3552,3.7976,0.0000,
3.3983,3.7976,0.0000,
3.4414,3.7976,0.0000,
3.4844,3.7976,0.0000,
3.5275,3.7976,0.0000,
3.5706,3.7976,0.0000,
